Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	SRR9161485	SRR9161486	SRR9161487	SRR9161488	SRR9161489	SRR9161490	SRR9161491	SRR9161492	SRR9161493	SRR9161494	SRR9161495	SRR9161496	SRR9161497	SRR9161498	SRR9161499	SRR9161500	SRR9161501	SRR9161502	SRR9161503	SRR9161504	SRR9161505	SRR9161506	SRR9161507	SRR9161508	SRR9161509	SRR9161510	SRR9161511	SRR9161512	SRR9161513	SRR9161514	SRR9161515	SRR9161516	SRR9161517	SRR9161518	SRR9161519	SRR9161520	SRR9161521	SRR9161522	SRR9161523	SRR9161524	SRR9161525	SRR9161526	SRR9161527	SRR9161528	SRR9161529	SRR9161530	SRR9161531	SRR9161532	SRR9161533	SRR9161534	SRR9161535	SRR9161536	SRR9161537	SRR9161538	SRR9161539	SRR9161540	SRR9161541	SRR9161542	SRR9161543	SRR9161544	SRR9161545	SRR9161546	SRR9161547	SRR9161548	SRR9161549	SRR9161550	SRR9161551	SRR9161552	SRR9161553	SRR9161554	SRR9161555	SRR9161556	SRR9161557	SRR9161558	SRR9161559	SRR9161560	SRR9161561	SRR9161562	SRR9161563	SRR9161564	SRR9161565	SRR9161566	SRR9161567	SRR9161568	SRR9161569	SRR9161570	SRR9161571	SRR9161572	SRR9161573	SRR9161574	SRR9161575	SRR9161576	SRR9161577	SRR9161578	SRR9161579	SRR9161580	SRR9161581	SRR9161582	SRR9161583	SRR9161584	SRR9161585	SRR9161586	SRR9161587	SRR9161588	SRR9161589	SRR9161590	SRR9161591	SRR9161592	SRR9161593	SRR9161594	SRR9161595	SRR9161596	SRR9161597	SRR9161598	SRR9161599	SRR9161600	SRR9161601	SRR9161602	SRR9161603	SRR9161604	SRR9161605	SRR9161606	SRR9161607	SRR9161608	SRR9161609	SRR9161610	SRR9161611	SRR9161612	SRR9161613	SRR9161614	SRR9162899	SRR9162900	SRR9162901	SRR9162902	SRR9162903	SRR9162904	SRR9162905	SRR9162906	SRR9162907	SRR9162908
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00004|genus_vGENUS-03585|species_vOTU-005735	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000192|genus_4050296|species_4146736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28371017432183e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28781762365475e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00025|genus_vGENUS-17009|species_vOTU-068916	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000510|genus_4146892|species_4146893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1989487063715e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.97332877850948e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314479467936005	0	0	0
root_root|superkingdom_Viruses|family_vFAM-00019|genus_vGENUS-17011|species_vOTU-052818	root_1|superkingdom_10239|family_4000310|genus_4146921|species_4146922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108150925183605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Sangervirae|phylum_Phixviricota|class_Malgrandaviricetes|order_Petitvirales|family_vFAM-00014|genus_vGENUS-00729|species_vOTU-052815	root_1|superkingdom_10239|kingdom_4000020|phylum_4000021|class_4000022|order_4000023|family_4000270|genus_4023943|species_4146945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92838934866315e-05	8.71470963944992e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00149|genus_vGENUS-01147|species_vOTU-108507	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000141|genus_4003608|species_4146976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4001512331146e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|species_vOTU-165542	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|species_4147024	0	0	0.000137334399994472	0	0	0	0	0	0	0.000312906241593376	0	0	0	0	0	0	0	0.000117358226393627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-02489|species_vOTU-018413	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4009884|species_4147059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69903206918061e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00005|species_vOTU-015762	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000143|species_4147084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96439928529767e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00194|genus_vGENUS-01319|species_vOTU-014416	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4003139|genus_4003140|species_4147191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000236757005924567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163782378040544	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00006|genus_vGENUS-00598|species_vOTU-041033	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000285|genus_4000465|species_4147206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00160744845198152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000899222658804585	0.00048358867243617	0.000116064110274927	0	0	0.000752023753009291	0	0	5.24329899261158e-05	0	0.00195236460021713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00357058395524832	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00017|genus_vGENUS-17031|species_vOTU-012811	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000440|genus_4147216|species_4147217	0	0	0	0	0	0	0	0	0	0	0	2.06588907732704e-06	0	4.16166197346864e-06	0	0	0	3.14456402741761e-05	0	0	0	0	0	0	1.98925705863061e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10051586954733e-05	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|genus_vGENUS-00705|species_vOTU-012814	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|genus_4003831|species_4147220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122269022359652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|genus_vGENUS-00563|species_vOTU-009114	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|genus_4015152|species_4147246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130013312175333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00005|genus_vGENUS-01409|species_vOTU-054177	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000143|genus_4004615|species_4147266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100128627685468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37206985442984e-05	1.8979734325909e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-02368|species_vOTU-009110	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4015557|species_4147269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57381920419135e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00023|genus_vGENUS-01999|species_vOTU-054173	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000621|genus_4024535|species_4147270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99657325589314e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131236708891498	6.40542785083717e-05	0.000847671369383673	0.000195628950990505	0	0.000427761037597736	0	5.62092104723933e-05	3.06400917484578e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-00911|species_vOTU-051051	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4004005|species_4147297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48477080611638e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.98858954756188e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00008|genus_vGENUS-17041|species_vOTU-005381	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000169|genus_4147299|species_4147300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000746448938957792	0	0.000141034237560672	0	0	0	0	0	0	0	0	0	2.89642200076224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000500181888493423	0	0.00251660000334123	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00097|genus_vGENUS-06640|species_vOTU-086801	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4003035|genus_4147337|species_4147338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59629575181877e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00004|genus_vGENUS-00034|species_vOTU-011577	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000192|genus_4000263|species_4147534	0	0	0	0	0	0	0	0	0	0	0	0.000704751150351396	0	0.00283779028115897	0	0	0	0	0	0	0	0	0	0	0	0.00178260868682199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18582136777568e-05	0	0.00131463571603403	0.000308391047214181	0.00226510346891712	9.16484184280317e-05	0	0	0	0	0	0	0	0	0	0	0.000161377319630704
root_root|superkingdom_Viruses|kingdom_Sangervirae|phylum_Phixviricota|class_Malgrandaviricetes|order_Petitvirales|family_vFAM-00013|genus_vGENUS-02984|species_vOTU-059280	root_1|superkingdom_10239|kingdom_4000020|phylum_4000021|class_4000022|order_4000023|family_4000132|genus_4017767|species_4147545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116719338214189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Sangervirae|phylum_Phixviricota|class_Malgrandaviricetes|order_Petitvirales|family_vFAM-00014|genus_vGENUS-00009|species_vOTU-048292	root_1|superkingdom_10239|kingdom_4000020|phylum_4000021|class_4000022|order_4000023|family_4000270|genus_4001372|species_4147660	0	0	0	0	0	0	0	0	2.19604553596279e-05	0	0	0	0	5.9631747274584e-05	0	0	0	0	0	0.0283261036629919	0	0	0	0	0	0	0	0.00168217597981666	0.0662196142212723	0.000269359457868013	0.00503192355065124	0.147724772492082	0.0147420544472335	0	0	0.015205627987708	0.536263514731223	0.000610684464240459	0	0	0.000400003731305605	0	0.000986688507280551	0.00189443441410591	0	0.00372074846562129	0	1.52901317833053e-05	0	0	0	0	0	0	0	0	1.06192566511151e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4665158100763e-06	0	0	0	1.71813344017678e-05	0	0	0	0	0	0	0	0	3.4921943752386e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40031828497203e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00035|genus_vGENUS-01771|species_vOTU-001346	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000297|genus_4005716|species_4147713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000423190173007233	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|genus_vGENUS-01354|species_vOTU-049214	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|genus_4011676|species_4147742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00172627951516792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Shotokuvirae|phylum_Cressdnaviricota|class_Repensiviricetes|order_Geplafuvirales|family_vFAM-00122|genus_vGENUS-04166|species_vOTU-002692	root_1|superkingdom_10239|kingdom_4000024|phylum_4000033|class_4000042|order_4000043|family_4002096|genus_4003843|species_4147781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36214434998777e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28412515112218e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|genus_vGENUS-09907|species_vOTU-027939	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|genus_4007766|species_4147817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.75094633708484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00008|genus_vGENUS-00127|species_vOTU-145344	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000169|genus_4000170|species_4147869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000461778955890196	0	0	0	7.22362607003178e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109308766840164	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|species_vOTU-107918	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|species_4147896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179408630406284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-00699|species_vOTU-000211	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4001483|species_4147969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00175616228420154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
