Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	SRR9161485	SRR9161486	SRR9161487	SRR9161488	SRR9161489	SRR9161490	SRR9161491	SRR9161492	SRR9161493	SRR9161494	SRR9161495	SRR9161496	SRR9161497	SRR9161498	SRR9161499	SRR9161500	SRR9161501	SRR9161502	SRR9161503	SRR9161504	SRR9161505	SRR9161506	SRR9161507	SRR9161508	SRR9161509	SRR9161510	SRR9161511	SRR9161512	SRR9161513	SRR9161514	SRR9161515	SRR9161516	SRR9161517	SRR9161518	SRR9161519	SRR9161520	SRR9161521	SRR9161522	SRR9161523	SRR9161524	SRR9161525	SRR9161526	SRR9161527	SRR9161528	SRR9161529	SRR9161530	SRR9161531	SRR9161532	SRR9161533	SRR9161534	SRR9161535	SRR9161536	SRR9161537	SRR9161538	SRR9161539	SRR9161540	SRR9161541	SRR9161542	SRR9161543	SRR9161544	SRR9161545	SRR9161546	SRR9161547	SRR9161548	SRR9161549	SRR9161550	SRR9161551	SRR9161552	SRR9161553	SRR9161554	SRR9161555	SRR9161556	SRR9161557	SRR9161558	SRR9161559	SRR9161560	SRR9161561	SRR9161562	SRR9161563	SRR9161564	SRR9161565	SRR9161566	SRR9161567	SRR9161568	SRR9161569	SRR9161570	SRR9161571	SRR9161572	SRR9161573	SRR9161574	SRR9161575	SRR9161576	SRR9161577	SRR9161578	SRR9161579	SRR9161580	SRR9161581	SRR9161582	SRR9161583	SRR9161584	SRR9161585	SRR9161586	SRR9161587	SRR9161588	SRR9161589	SRR9161590	SRR9161591	SRR9161592	SRR9161593	SRR9161594	SRR9161595	SRR9161596	SRR9161597	SRR9161598	SRR9161599	SRR9161600	SRR9161601	SRR9161602	SRR9161603	SRR9161604	SRR9161605	SRR9161606	SRR9161607	SRR9161608	SRR9161609	SRR9161610	SRR9161611	SRR9161612	SRR9161613	SRR9161614	SRR9162899	SRR9162900	SRR9162901	SRR9162902	SRR9162903	SRR9162904	SRR9162905	SRR9162906	SRR9162907	SRR9162908
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00040|genus_vGENUS-21239|species_vOTU-054328	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000478|genus_4024949|species_4024950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82838710116523e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12441678712585e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02274293835058e-05	1.30966186816627e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129705580266917	0.00243160629359158	0	0	8.94370160868112e-06	1.47810717275598e-05	2.1713918087572e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119818774156437	0.000269825918952283	4.00932824065785e-05	0	8.72283387171711e-05	0	2.98587366449984e-05	3.3246828138151e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00090|genus_vGENUS-06110|species_vOTU-059896	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000679|genus_4024999|species_4025000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150201185921993	0	0	0	0	0	0	0	0	0	0	0	0	0	9.79428643622344e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8531349785122e-05	0	0	4.88820255232016e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-00657|species_vOTU-079792	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4005063|species_4025015	0	0	0	0	0	0.00093371225999896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000683572251171358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Sangervirae|phylum_Phixviricota|class_Malgrandaviricetes|order_Petitvirales|family_vFAM-00013|genus_vGENUS-00814|species_vOTU-047605	root_1|superkingdom_10239|kingdom_4000020|phylum_4000021|class_4000022|order_4000023|family_4000132|genus_4005100|species_4025077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.05336428998592e-05	0	0.000204074893816839	0.000337813617321254	6.39964502348967e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Sangervirae|phylum_Phixviricota|class_Malgrandaviricetes|order_Petitvirales|family_vFAM-00051|genus_vGENUS-00896|species_vOTU-047607	root_1|superkingdom_10239|kingdom_4000020|phylum_4000021|class_4000022|order_4000023|family_4000825|genus_4025079|species_4025080	0.00333488078742465	0.00235361305397038	0.00519487703948531	0.00803593587957611	0	0	0.00769371933990431	0.000165880813976591	0.0324724141834588	0.00268478064124826	0.00026772707877488	0	0	0	0.00235211761542504	0	0	0	0	0	0	0	0	0.0007009600388317	0	0	0.0300048413103663	0	0	0	0	0	0	0	0	0	0	0	0	0.00124280703701281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.14769922257295e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000256738285081729	0	6.46647918034847e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000230995168069198	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00005|genus_vGENUS-04654|species_vOTU-086912	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000143|genus_4025102|species_4025103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164041839430784	0.00237539727060194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00623778116331298	0.0202474662571895	0.00370346709020377	0.000860224978494791	0.000420737879680862	0.00589978066909529	0	0.000559461195725777	0.00064134022588904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Sangervirae|phylum_Phixviricota|class_Malgrandaviricetes|order_Petitvirales|family_vFAM-00030|genus_vGENUS-03775|species_vOTU-001005	root_1|superkingdom_10239|kingdom_4000020|phylum_4000021|class_4000022|order_4000023|family_4000395|genus_4025120|species_4025121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.08837612397493e-06	0	0	0	0	9.73953667443084e-05	0	0	0	0.000258375624569084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02426684690685e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00074|genus_vGENUS-04323|species_vOTU-069721	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000870|genus_4020103|species_4025134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30069317170156e-05	0	0.00014301819653317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-21260|species_vOTU-078465	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4025146|species_4025147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00086854432694631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00020|genus_vGENUS-04167|species_vOTU-007968	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000148|genus_4025217|species_4025218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4882169265603e-05	0	9.51237999007257e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00010|genus_vGENUS-00723|species_vOTU-000280	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000158|genus_4013816|species_4025239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000417626875847555	0	0.00951056636221145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-00521|species_vOTU-000281	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4004288|species_4025240	0	0	0	0	0	0.00129123190361603	0	0	0	0	0	0	0	0	0	2.65223694888756e-05	0.000240769722835047	0.00213832648167986	0.000639165604850205	0.000777638014915225	0.00146107434914223	0.00331873914126755	0.00102272366713485	0	0.00205989559583668	0	0	0	0	1.45128106229191e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00200376002575178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000492850299773212	0	0	0.000153717035293383	0	6.82108547867666e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.20399210925568e-05	0	0	0	0	0	8.00288598943698e-05	0.00141790940048433	9.08923347437554e-05	0	0.00663852691995018	5.89996208434781e-05	0	0.000259930440246725	0.00011080669514808	3.90374546776278e-05	0	0	0	0	0	0.000134949440215781	0	0	0	0	0	0	0.000825039602303143	0	0	0	6.90307701564749e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00517851069403882	0	0.00295321671873931	0.00603132343937061	0.00110214122111985	0	0.00229151803019282	0.0047998834032169	0.00765496493659734	0.00270807139835019
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00005|genus_vGENUS-00203|species_vOTU-000286	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000143|genus_4001512|species_4025246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134803785995538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000797375659793724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00480853087801902	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00017|genus_vGENUS-02527|species_vOTU-000289	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000440|genus_4022714|species_4025249	0	0	0	0	0	0	0	0	0	0	0	0.000113074354175016	0	0.00015542256694258	0	0	0	0	0	0	0	0	0	0	0	0.00137838877344722	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87891819462003e-06	0	0	0	0	0	0	3.48610769553319e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014480484677492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42138903066049e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.71231995876736e-05	0	0.000112322658704197	5.04819992114599e-06	0	0	6.09622658594409e-05	0	0.00101947923835724	0	0	0	0	0	0	0	0.000870099659534267
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00090|genus_vGENUS-01689|species_vOTU-008098	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000679|genus_4000680|species_4025298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045345391065539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00017|genus_vGENUS-04095|species_vOTU-004479	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000440|genus_4009417|species_4025379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.92186263585326e-05	0	0	0.000384107635497359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.12059552941425e-06	0	0	6.62868215229631e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000523255825790052	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00025|genus_vGENUS-21334|species_vOTU-071917	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000510|genus_4025571|species_4025572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75766336740046e-06	0	0	0	0	0	5.66756242631283e-05	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Sangervirae|phylum_Phixviricota|class_Malgrandaviricetes|order_Petitvirales|family_vFAM-00054|genus_vGENUS-21429|species_vOTU-051954	root_1|superkingdom_10239|kingdom_4000020|phylum_4000021|class_4000022|order_4000023|family_4002436|genus_4025637|species_4025638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00195754182255547
root_root|superkingdom_Viruses|kingdom_Sangervirae|phylum_Phixviricota|class_Malgrandaviricetes|order_Petitvirales|family_vFAM-00002|genus_vGENUS-00136|species_vOTU-051953	root_1|superkingdom_10239|kingdom_4000020|phylum_4000021|class_4000022|order_4000023|family_4000164|genus_4003301|species_4025642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48395647987952e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00098|species_vOTU-017857	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4001122|species_4025674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75859984340749e-05	2.59853771614572e-05	0	0	0	0	0	0	0.000630379150951641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11342479705387e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00040|genus_vGENUS-01641|species_vOTU-005088	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000478|genus_4013942|species_4025729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98253336925213e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-21440|species_vOTU-014507	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4001712|species_4025734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000245732137038497	5.85502161273834e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000383256092154142
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00010|genus_vGENUS-03846|species_vOTU-014504	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000158|genus_4025735|species_4025736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4613984392023e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00048|genus_vGENUS-21442|species_vOTU-012909	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000187|genus_4025757|species_4025758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34252908999397e-05	0	0	0	0	0	0	0.00257584377862389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120569672618757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000532587005225396	0	0	0	0	0	0	0.00838411025093516	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00025|genus_vGENUS-21453|species_vOTU-061764	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000510|genus_4025958|species_4025959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000370642440259747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108107521839189	0	0	0	0	0.000100117663910503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00127|genus_vGENUS-01323|species_vOTU-080821	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000590|genus_4001759|species_4026022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224154889611709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00038|genus_vGENUS-02194|species_vOTU-066239	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000687|genus_4004894|species_4026055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125724789937973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00010|genus_vGENUS-21567|species_vOTU-060684	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000158|genus_4026077|species_4026078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.77808079132466e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
